1.4770 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
1.4803 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
2.5843 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000224C145BEF0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000224C146D8D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.5844 	EXP 	window1: recordFrameIntervals = False
2.7499 	EXP 	window1: recordFrameIntervals = True
2.9328 	EXP 	window1: recordFrameIntervals = False
2.9800 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
2.9937 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
2.9941 	EXP 	Created test_mean = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='test_mean', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
2.9959 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
3.0210 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
3.0245 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
3.0247 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
3.0249 	EXP 	New trial (rep=0, index=0): None
3.0305 	EXP 	Fixation: autoDraw = True
4.0324 	EXP 	Fixation: autoDraw = False
4.0324 	EXP 	Fixation: autoDraw = False
4.0324 	EXP 	Stimulus: autoDraw = True
6.0418 	DATA 	Keypress: space
6.0422 	EXP 	New trial (rep=1, index=0): None
6.0461 	EXP 	Stimulus: autoDraw = False
6.0461 	EXP 	Fixation: autoDraw = True
7.0483 	EXP 	Fixation: autoDraw = False
7.0483 	EXP 	Fixation: autoDraw = False
7.0483 	EXP 	Stimulus: autoDraw = True
9.0587 	DATA 	Keypress: space
9.0591 	EXP 	New trial (rep=2, index=0): None
9.0628 	EXP 	Stimulus: autoDraw = False
9.0628 	EXP 	Fixation: autoDraw = True
10.0643 	EXP 	Fixation: autoDraw = False
10.0643 	EXP 	Fixation: autoDraw = False
10.0643 	EXP 	Stimulus: autoDraw = True
12.0818 	DATA 	Keypress: space
12.0822 	EXP 	New trial (rep=3, index=0): None
12.0859 	EXP 	Stimulus: autoDraw = False
12.0859 	EXP 	Fixation: autoDraw = True
13.0968 	EXP 	Fixation: autoDraw = False
13.0968 	EXP 	Fixation: autoDraw = False
13.0968 	EXP 	Stimulus: autoDraw = True
15.1144 	DATA 	Keypress: space
15.1148 	EXP 	New trial (rep=4, index=0): None
15.1185 	EXP 	Stimulus: autoDraw = False
15.1185 	EXP 	Fixation: autoDraw = True
15.6633 	DATA 	Keypress: space
16.1295 	EXP 	Fixation: autoDraw = False
16.1295 	EXP 	Fixation: autoDraw = False
16.1295 	EXP 	Stimulus: autoDraw = True
18.1500 	DATA 	Keypress: space
18.1502 	DATA 	Keypress: space
18.1566 	EXP 	Stimulus: autoDraw = False
18.1566 	EXP 	test_mean: autoDraw = True
18.1566 	EXP 	test_mean: text = ''
19.5292 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
19.5294 	EXP 	New trial (rep=0, index=0): None
19.5453 	EXP 	test_mean: autoDraw = False
19.5453 	EXP 	test_mean: autoDraw = False
19.5453 	EXP 	Fixation: autoDraw = True
20.5451 	EXP 	Fixation: autoDraw = False
20.5451 	EXP 	Fixation: autoDraw = False
20.5451 	EXP 	Bodziec: autoDraw = True
22.5393 	DATA 	Keypress: space
22.5612 	EXP 	Bodziec: autoDraw = False
24.6579 	EXP 	Bodziec: autoDraw = False
24.6579 	EXP 	image: image = 'happy.jpg'
24.6579 	EXP 	image: autoDraw = True
25.0945 	DATA 	Keypress: space
25.1617 	EXP 	New trial (rep=1, index=0): None
25.1773 	EXP 	image: autoDraw = False
25.1773 	EXP 	Fixation: autoDraw = True
26.1771 	EXP 	Fixation: autoDraw = False
26.1771 	EXP 	Bodziec: autoDraw = True
28.1641 	DATA 	Keypress: space
28.1643 	DATA 	Keypress: space
28.1645 	DATA 	Keypress: space
28.2022 	EXP 	Bodziec: autoDraw = False
28.2022 	EXP 	image: image = 'happy.jpg'
28.2022 	EXP 	image: autoDraw = True
30.1602 	EXP 	New trial (rep=2, index=0): None
