2.2970 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
2.3004 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.4363 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015A5EB5BEB8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000015A5EB6D898>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.4364 	EXP 	window1: recordFrameIntervals = False
3.6024 	EXP 	window1: recordFrameIntervals = True
3.7859 	EXP 	window1: recordFrameIntervals = False
3.8351 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
3.8489 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
3.8492 	EXP 	Created test_mean = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='test_mean', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
3.8514 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
3.8766 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
3.8799 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
3.8802 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
3.8803 	EXP 	New trial (rep=0, index=0): None
3.8858 	EXP 	Fixation: autoDraw = True
4.8853 	EXP 	Fixation: autoDraw = False
4.8853 	EXP 	Fixation: autoDraw = False
4.8853 	EXP 	Stimulus: autoDraw = True
5.2196 	DATA 	Keypress: space
5.2213 	EXP 	New trial (rep=1, index=0): None
5.2363 	EXP 	Stimulus: autoDraw = False
5.2363 	EXP 	Fixation: autoDraw = True
6.2350 	EXP 	Fixation: autoDraw = False
6.2350 	EXP 	Fixation: autoDraw = False
6.2350 	EXP 	Stimulus: autoDraw = True
6.5852 	DATA 	Keypress: space
6.5862 	EXP 	New trial (rep=2, index=0): None
6.6016 	EXP 	Stimulus: autoDraw = False
6.6016 	EXP 	Fixation: autoDraw = True
7.6014 	EXP 	Fixation: autoDraw = False
7.6014 	EXP 	Fixation: autoDraw = False
7.6014 	EXP 	Stimulus: autoDraw = True
7.9349 	DATA 	Keypress: space
7.9359 	EXP 	New trial (rep=3, index=0): None
7.9523 	EXP 	Stimulus: autoDraw = False
7.9523 	EXP 	Fixation: autoDraw = True
8.9511 	EXP 	Fixation: autoDraw = False
8.9511 	EXP 	Fixation: autoDraw = False
8.9511 	EXP 	Stimulus: autoDraw = True
9.2680 	DATA 	Keypress: space
9.2690 	EXP 	New trial (rep=4, index=0): None
9.2854 	EXP 	Stimulus: autoDraw = False
9.2854 	EXP 	Fixation: autoDraw = True
10.2840 	EXP 	Fixation: autoDraw = False
10.2840 	EXP 	Fixation: autoDraw = False
10.2840 	EXP 	Stimulus: autoDraw = True
10.5510 	DATA 	Keypress: space
10.5685 	EXP 	Stimulus: autoDraw = False
10.5685 	EXP 	test_mean: autoDraw = True
10.5685 	EXP 	test_mean: text = ''
11.9344 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
11.9346 	EXP 	New trial (rep=0, index=0): None
11.9502 	EXP 	test_mean: autoDraw = False
11.9502 	EXP 	test_mean: autoDraw = False
11.9502 	EXP 	Fixation: autoDraw = True
12.9500 	EXP 	Fixation: autoDraw = False
12.9500 	EXP 	Fixation: autoDraw = False
12.9500 	EXP 	Bodziec: autoDraw = True
13.2670 	DATA 	Keypress: space
13.3060 	EXP 	Bodziec: autoDraw = False
13.3060 	EXP 	image: image = 'sad.jpg'
13.3060 	EXP 	image: autoDraw = True
15.2670 	EXP 	New trial (rep=1, index=0): None
15.2828 	EXP 	image: autoDraw = False
15.2828 	EXP 	image: autoDraw = False
15.2828 	EXP 	Fixation: autoDraw = True
16.2825 	EXP 	Fixation: autoDraw = False
16.2825 	EXP 	Fixation: autoDraw = False
16.2825 	EXP 	Bodziec: autoDraw = True
16.5162 	DATA 	Keypress: space
16.5523 	EXP 	Bodziec: autoDraw = False
16.5523 	EXP 	image: image = 'sad.jpg'
16.5523 	EXP 	image: autoDraw = True
18.5160 	EXP 	New trial (rep=2, index=0): None
18.5321 	EXP 	image: autoDraw = False
18.5321 	EXP 	image: autoDraw = False
18.5321 	EXP 	Fixation: autoDraw = True
19.5318 	EXP 	Fixation: autoDraw = False
19.5318 	EXP 	Fixation: autoDraw = False
19.5318 	EXP 	Bodziec: autoDraw = True
19.6317 	EXP 	Bodziec: autoDraw = False
19.7819 	DATA 	Keypress: space
19.8171 	EXP 	Bodziec: autoDraw = False
19.8171 	EXP 	image: image = 'happy.jpg'
19.8171 	EXP 	image: autoDraw = True
21.7819 	EXP 	New trial (rep=3, index=0): None
21.7979 	EXP 	image: autoDraw = False
21.7979 	EXP 	image: autoDraw = False
21.7979 	EXP 	Fixation: autoDraw = True
22.7977 	EXP 	Fixation: autoDraw = False
22.7977 	EXP 	Fixation: autoDraw = False
22.7977 	EXP 	Bodziec: autoDraw = True
22.9810 	EXP 	Bodziec: autoDraw = False
23.0647 	DATA 	Keypress: space
23.0986 	EXP 	Bodziec: autoDraw = False
23.0986 	EXP 	image: image = 'happy.jpg'
23.0986 	EXP 	image: autoDraw = True
25.0645 	EXP 	New trial (rep=4, index=0): None
25.0805 	EXP 	image: autoDraw = False
25.0805 	EXP 	image: autoDraw = False
25.0805 	EXP 	Fixation: autoDraw = True
26.0802 	EXP 	Fixation: autoDraw = False
26.0802 	EXP 	Fixation: autoDraw = False
26.0802 	EXP 	Bodziec: autoDraw = True
26.1471 	DATA 	Keypress: space
26.1811 	EXP 	Bodziec: autoDraw = False
26.1811 	EXP 	image: image = 'sad.jpg'
26.1811 	EXP 	image: autoDraw = True
28.1470 	EXP 	New trial (rep=5, index=0): None
28.1631 	EXP 	image: autoDraw = False
28.1631 	EXP 	image: autoDraw = False
28.1631 	EXP 	Fixation: autoDraw = True
29.1629 	EXP 	Fixation: autoDraw = False
29.1629 	EXP 	Fixation: autoDraw = False
29.1629 	EXP 	Bodziec: autoDraw = True
29.4297 	DATA 	Keypress: space
29.4650 	EXP 	Bodziec: autoDraw = False
29.4650 	EXP 	image: image = 'sad.jpg'
29.4650 	EXP 	image: autoDraw = True
31.4296 	EXP 	New trial (rep=6, index=0): None
31.4455 	EXP 	image: autoDraw = False
31.4455 	EXP 	image: autoDraw = False
31.4455 	EXP 	Fixation: autoDraw = True
32.4453 	EXP 	Fixation: autoDraw = False
32.4453 	EXP 	Fixation: autoDraw = False
32.4453 	EXP 	Bodziec: autoDraw = True
32.6457 	DATA 	Keypress: space
32.6816 	EXP 	Bodziec: autoDraw = False
32.6816 	EXP 	image: image = 'sad.jpg'
32.6816 	EXP 	image: autoDraw = True
34.6457 	EXP 	New trial (rep=7, index=0): None
34.6615 	EXP 	image: autoDraw = False
34.6615 	EXP 	image: autoDraw = False
34.6615 	EXP 	Fixation: autoDraw = True
35.6613 	EXP 	Fixation: autoDraw = False
35.6613 	EXP 	Fixation: autoDraw = False
35.6613 	EXP 	Bodziec: autoDraw = True
35.8278 	EXP 	Bodziec: autoDraw = False
35.9114 	DATA 	Keypress: space
35.9457 	EXP 	Bodziec: autoDraw = False
35.9457 	EXP 	image: image = 'happy.jpg'
35.9457 	EXP 	image: autoDraw = True
37.9114 	EXP 	New trial (rep=8, index=0): None
37.9275 	EXP 	image: autoDraw = False
37.9275 	EXP 	image: autoDraw = False
37.9275 	EXP 	Fixation: autoDraw = True
38.9276 	EXP 	Fixation: autoDraw = False
38.9276 	EXP 	Fixation: autoDraw = False
38.9276 	EXP 	Bodziec: autoDraw = True
39.1273 	EXP 	Bodziec: autoDraw = False
39.2108 	DATA 	Keypress: space
39.2468 	EXP 	Bodziec: autoDraw = False
39.2468 	EXP 	image: image = 'happy.jpg'
39.2468 	EXP 	image: autoDraw = True
41.2109 	EXP 	New trial (rep=9, index=0): None
41.2265 	EXP 	image: autoDraw = False
41.2265 	EXP 	image: autoDraw = False
41.2265 	EXP 	Fixation: autoDraw = True
42.2265 	EXP 	Fixation: autoDraw = False
42.2265 	EXP 	Fixation: autoDraw = False
42.2265 	EXP 	Bodziec: autoDraw = True
42.3764 	EXP 	Bodziec: autoDraw = False
42.6098 	DATA 	Keypress: space
42.6440 	EXP 	Bodziec: autoDraw = False
42.6440 	EXP 	image: image = 'happy.jpg'
42.6440 	EXP 	image: autoDraw = True
44.6257 	EXP 	image: autoDraw = False
44.6257 	EXP 	image: autoDraw = False
44.6877 	EXP 	window1: mouseVisible = True
