2.6202 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
2.6233 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.8621 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028CFF50BF60>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000028CFF51D940>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.8622 	EXP 	window1: recordFrameIntervals = False
4.0283 	EXP 	window1: recordFrameIntervals = True
4.2118 	EXP 	window1: recordFrameIntervals = False
4.2642 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
4.2786 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
4.2789 	EXP 	Created test_mean = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='test_mean', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
4.2807 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
4.3060 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
4.3095 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
4.3098 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
4.3100 	EXP 	New trial (rep=0, index=0): None
4.3153 	EXP 	Fixation: autoDraw = True
5.3280 	EXP 	Fixation: autoDraw = False
5.3280 	EXP 	Stimulus: autoDraw = True
5.6288 	DATA 	Keypress: space
5.6311 	EXP 	New trial (rep=1, index=0): None
5.6446 	EXP 	Stimulus: autoDraw = False
5.6446 	EXP 	Fixation: autoDraw = True
6.6443 	EXP 	Fixation: autoDraw = False
6.6443 	EXP 	Fixation: autoDraw = False
6.6443 	EXP 	Stimulus: autoDraw = True
6.9612 	DATA 	Keypress: space
6.9629 	EXP 	New trial (rep=2, index=0): None
6.9799 	EXP 	Stimulus: autoDraw = False
6.9799 	EXP 	Fixation: autoDraw = True
7.9775 	EXP 	Fixation: autoDraw = False
7.9775 	EXP 	Fixation: autoDraw = False
7.9775 	EXP 	Stimulus: autoDraw = True
8.2775 	DATA 	Keypress: space
8.2792 	EXP 	New trial (rep=3, index=0): None
8.2950 	EXP 	Stimulus: autoDraw = False
8.2950 	EXP 	Fixation: autoDraw = True
9.2937 	EXP 	Fixation: autoDraw = False
9.2937 	EXP 	Fixation: autoDraw = False
9.2937 	EXP 	Stimulus: autoDraw = True
9.6108 	DATA 	Keypress: space
9.6125 	EXP 	New trial (rep=4, index=0): None
9.6281 	EXP 	Stimulus: autoDraw = False
9.6281 	EXP 	Fixation: autoDraw = True
10.6267 	EXP 	Fixation: autoDraw = False
10.6267 	EXP 	Fixation: autoDraw = False
10.6267 	EXP 	Stimulus: autoDraw = True
10.8772 	DATA 	Keypress: space
10.9191 	EXP 	window1: mouseVisible = True
