1.3665 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
1.3697 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
2.1778 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029CA2485048>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029CA248C9E8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.1778 	EXP 	window1: recordFrameIntervals = False
2.3437 	EXP 	window1: recordFrameIntervals = True
2.5274 	EXP 	window1: recordFrameIntervals = False
2.5785 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
2.5943 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
2.5946 	EXP 	Created test_mean = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='test_mean', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
2.5963 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
2.6213 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
2.6252 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
2.6254 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
2.6257 	EXP 	New trial (rep=0, index=0): None
2.6309 	EXP 	Fixation: autoDraw = True
3.6433 	EXP 	Fixation: autoDraw = False
3.6433 	EXP 	Stimulus: autoDraw = True
3.9273 	DATA 	Keypress: space
3.9294 	EXP 	New trial (rep=1, index=0): None
3.9432 	EXP 	Stimulus: autoDraw = False
3.9432 	EXP 	Fixation: autoDraw = True
4.9430 	EXP 	Fixation: autoDraw = False
4.9430 	EXP 	Fixation: autoDraw = False
4.9430 	EXP 	Stimulus: autoDraw = True
5.2599 	DATA 	Keypress: space
5.2615 	EXP 	New trial (rep=2, index=0): None
5.2763 	EXP 	Stimulus: autoDraw = False
5.2763 	EXP 	Fixation: autoDraw = True
6.2761 	EXP 	Fixation: autoDraw = False
6.2761 	EXP 	Fixation: autoDraw = False
6.2761 	EXP 	Stimulus: autoDraw = True
6.5929 	DATA 	Keypress: space
6.5947 	EXP 	New trial (rep=3, index=0): None
6.6094 	EXP 	Stimulus: autoDraw = False
6.6094 	EXP 	Fixation: autoDraw = True
7.6092 	EXP 	Fixation: autoDraw = False
7.6092 	EXP 	Fixation: autoDraw = False
7.6092 	EXP 	Stimulus: autoDraw = True
8.0926 	DATA 	Keypress: space
8.0943 	EXP 	New trial (rep=4, index=0): None
8.1089 	EXP 	Stimulus: autoDraw = False
8.1089 	EXP 	Fixation: autoDraw = True
9.1087 	EXP 	Fixation: autoDraw = False
9.1087 	EXP 	Fixation: autoDraw = False
9.1087 	EXP 	Stimulus: autoDraw = True
10.1084 	EXP 	Stimulus: autoDraw = False
10.5266 	EXP 	window1: mouseVisible = True
